"","MouseID","DYRK1A_N","ITSN1_N","BDNF_N","NR1_N","NR2A_N","pAKT_N","pBRAF_N","pCAMKII_N","pCREB_N","pELK_N","pERK_N","pJNK_N","PKCA_N","pMEK_N","pNR1_N","pNR2A_N","pNR2B_N","pPKCAB_N","pRSK_N","AKT_N","BRAF_N","CAMKII_N","CREB_N","ELK_N","ERK_N","GSK3B_N","JNK_N","MEK_N","TRKA_N","RSK_N","APP_N","Bcatenin_N","SOD1_N","MTOR_N","P38_N","pMTOR_N","DSCR1_N","AMPKA_N","NR2B_N","pNUMB_N","RAPTOR_N","TIAM1_N","pP70S6_N","NUMB_N","P70S6_N","pGSK3B_N","pPKCG_N","CDK5_N","S6_N","ADARB1_N","AcetylH3K9_N","RRP1_N","BAX_N","ARC_N","ERBB4_N","nNOS_N","Tau_N","GFAP_N","GluR3_N","GluR4_N","IL1B_N","P3525_N","pCASP9_N","PSD95_N","SNCA_N","Ubiquitin_N","pGSK3B_Tyr216_N","SHH_N","BAD_N","BCL2_N","pS6_N","pCFOS_N","SYP_N","H3AcK18_N","EGR1_N","H3MeK4_N","CaNA_N","Genotype","Treatment","Behavior","class"
"1070","J3295_5",0.0778150516513681,0.139016138277512,0.574665377005803,0.501698287826047,0.307002891735953,0.348465337491893,0.464624028390209,0.3194970215603,0.600187530268497,0.134405499188363,0.0527514665126677,0.592970933436668,0.332611809743309,0.530499439769747,0.427613058945728,0.333132638441463,0.501556411509284,0.340786852069035,0.644430736796416,0.578026610885831,0.057790920625465,0.39651438888723,0.360053399472848,0.331445497578205,0.341521704929624,0.44164852446857,0.657110922353224,0.556966467484466,0.732835729262663,0.307499157005851,0.553704479908472,0.531346399872254,0.537734995100359,0.48608134487646,0.215135896541699,0.548265646877389,0.516572634406679,0.202478297802136,0.502396941762883,0.287795920742357,0.224668851568093,0.364505379892458,0.427926829106881,0.553344911185565,0.481617088325218,0.341476239412475,0.650837560145885,0.200742728913325,0.811530833305077,0.173855366604833,0.377890410227146,0.356613530240905,0.679961121111804,0.593284679182066,0.579355155306868,0.622372083672066,0.596440658064196,0.284390083941156,0.444217283505747,0.138288709545942,0.441598574613476,0.602461076784827,0.33898157697059,0.570690891197643,0.333395701681711,0.382731253507913,0.525782891492238,0.420996112938282,0.387517203721148,0.476696955639694,0.593284679182066,0.124519793655741,0.277084725162101,0.545005779604296,0.285006003353281,0.4629416158797,0.521260087399473,"Ts65Dn","Saline","S/C","t-SC-s"
"645","3504_15",0.145670272045116,0.147245955105266,0.257922370213669,0.0865399066608682,0.0468118207110135,0.187460231056696,0.277422695654456,0.00813724932713533,0.155873437669953,0.128209692347814,0.133083840581602,0.297162681821069,0.0814483844519815,0.320245947797372,0.0572819791369435,0,0.266696242491359,0.135709471942588,0.511905386356454,0.265443341299854,0.185150187892655,0,0.137007658384709,0.0434447978303823,0.00927501085564325,0.381459767648899,0.344021351175481,0.0672680911275326,0.262601043300702,0.0559360740638542,0.167437783996387,0.0655317739010245,0.0101581609517262,0.288741416670087,0.257856376683084,0.359359221011308,0.3762665840766,0.137582936711981,0.290032163575809,0.202720688156355,0.163745334420083,0.195245397763166,0.320302629542519,0.139448758078246,0.346327166710458,0.429921069140704,0.342678318378818,0.0652180273734517,0.420129264787816,0.146436198911273,0.0971551038050714,0.338629272369699,0.462453711381655,0.366901412229929,0.411432497149456,0.390842888825247,0.261850090112779,0.243195458702392,0.509674250561306,0.106765832396299,0.321219869250057,0.3779944232014,0.22599429486117,0.490968077335864,0.41429996795938,0.182147009764265,0.545191015598585,0.369767939870727,0.379517135578654,0.26482320260396,0.366901412229929,0.45633150732428,0.0841658628708107,0.226290547251286,0.32266823534515,0.39262698928932,0.421358761013217,"Ts65Dn","Memantine","C/S","t-CS-m"
"377","3497_2",0.165825471200133,0.21921434286857,0.58863831684623,0.518035898606115,0.623756834398122,0.20620600700703,0.307836934556001,0.10530652040468,0.361170248843749,0.233815838537596,0.204063755229875,0.512418166589167,0.296472243413688,0.387983326355999,0.52636691694971,0.388783929233522,0.658769022514577,0.353500246467617,0.388326678870414,0.682443767438515,0.156574581017131,0.341427591618089,0.13371336061452,0.59110952817783,0.610291576553511,0.504026830934496,0.475454830102736,0.334923050781323,0.620351651451699,0.0952315665153004,0.334933109870981,0.560238541663664,0.0338136218125891,0.381085412824859,0.0611495461972101,0.59889703153614,0.517838961128373,0.510159550929416,0.473141842241994,0.582390586263587,0.379319938492529,0.467990068136064,0.0458376729591942,0.676876143493107,0.517619304463883,0.407955377491781,0.00666788448601624,0.154820902045645,0.438355709170195,0.411245947492335,0.0253890606101865,0.352756104031587,0.682889258166401,0.542264284067565,0.401886623201824,0.4146669464108,0.214754855506979,0.339098784827097,0.677688005674937,0.152835750312889,0.136007889260887,0.173356610684445,0.439114326560189,0.407164675898264,0.161957039991024,0.0800406666938145,0.160831634541992,0.156294495316772,0.185175956695445,0.289178377743176,0.542264284067565,0.26030814276795,0.341929688859851,0.0626106143615436,0.166521505824585,0.103923236818678,0.458852240249326,"Control","Saline","C/S","c-CS-s"
"650","3505_5",0.274512724100138,0.342327501283012,0.697315882921638,0.52163311619869,0.432118396656976,0.351904016401564,0.428992722286145,0.194907462583395,0.555965680332415,0.27744568439836,0.273407431202044,0.558551432872052,0.601452172514532,0.574271924198144,0.442886145840825,0.246870012209547,0.581130291029901,0.613236980993813,0.755469519815664,0.599288006195241,0.266342454846228,0.427823497206756,0.413338469714751,0.366692834535422,0.486730433134497,0.635756346924863,0.654942780942802,0.606130551071716,0.794827213385053,0.396453581595123,0.612090625506534,0.588630006157372,0.0794403452860217,0.475447461340508,0.125791470019566,0.621955976477514,0.592893190422035,0.359873774631219,0.476026719485102,0.45011132672606,0.360112465214075,0.446739001387675,0.119112278143989,0.393835490645984,0.493636920487249,0.590263147262579,0.354306145278201,0.217551298824942,0.449110551266873,0.320937111435187,0.031596635445975,0.321975965111425,0.665330440842684,0.449032641423198,0.414649490722115,0.649024879899148,0.177896910166148,0.129491129171302,0.443486416975084,0.0989601080883726,0.316620277835147,0.214946397655234,0.452579205502716,0.566010000589415,0.0858760041437309,0.281767611955582,0.546384386817223,0.115609695009735,0.190135073135093,0.106807139976995,0.449032641423198,0.0822722484307384,0.363577206798545,0.0350564072442373,0.0618852550426634,0.0989952721791065,0.914446771700091,"Ts65Dn","Memantine","C/S","t-CS-m"
"767","3502_2",0.0623745573870586,0.141178225908803,0.759468325199293,0.558625766461731,0.544765626729542,0.48304654158166,0.575697716904401,0.477764520441071,0.796119010042834,0.185808236144259,0.050675766021663,0.768245877572549,0.562827404140351,0.714159036236211,0.523909574680204,0.623473713429457,0.68905068459696,0.336874001670221,0.743310493163647,0.754257018478741,0.0707507717747678,0.603174778920137,0.482485666664188,0.42448100865624,0.445043446688956,0.495908151750169,0.750300650150836,0.670568034474887,0.862847583145324,0.555669711276615,0.513994811625538,0.729522182856745,0.396429107318103,0.803212423465865,0.416238020392693,0.839591819654786,0.675969691442471,0.520556371931994,0.671416963897817,0.505346726932295,0.660851915809356,0.627313908382651,0.327333808606656,0.434402315653705,0.506432046946502,0.264945685734709,0.396945137084285,0.197245842114466,0.357319715778737,0.67696205198887,0.0947885771352437,0.326201726968375,0.664670898429858,0.887458314128423,0.549046186479414,0.55370389244956,0.204975299429401,0.239448511410371,0.327932126333064,0.107965454926055,0.304763757752512,0.215120517351497,0.33520592577812,0.759453272409553,0.401710292303226,0.685131736612249,0.277916803226355,0.19867170193311,0.732549787577391,0.224299809574706,0.887458314128423,0.0799088825877488,0.369442375106137,0.180306562133713,0.196116250152814,0.675199300228669,0.211999291922955,"Ts65Dn","Memantine","S/C","t-SC-m"
"787","3530_7",0.058406825701313,0.126103584399535,0.502621876919096,0.559456055380934,0.35897208271349,0.457976178286056,0.56648787040511,0.765932029849971,0.586333698726562,0.151240249661032,0.0468967342495819,0.740010624327358,0.384232712351455,0.639874600271878,0.492254353564025,0.541574267762254,0.670593205898151,0.272666005776417,0.588445964968749,0.587687945478457,0.0748593211444487,0.597133882813019,0.430346365859523,0.259497135276455,0.289988546411287,0.434276743636938,0.643841226564259,0.560536632609781,0.753724584830378,0.431009919178053,0.502296657087611,0.477085079326401,0.195719640620111,0.591749118611881,0.32041505381917,0.716364111365367,0.550597240426209,0.279077699558131,0.565178712848001,0.343305407253866,0.269383660652505,0.337048336209877,0.28624117956362,0.274764083517856,0.449083863212168,0.279608472876724,0.342060782812015,0.177380972117291,0.268340534485324,0.286258264032457,0.0137324670063178,0.297427934859924,0.607076391734985,0.780860709832277,0.527503068832849,0.561751057906725,0.0971554552899024,0.208566328056905,0.471408711943797,0.0629965342347995,0.455296999497319,0.310337524539381,0.357116554812936,0.944045996080516,0.458503259905751,0.597819022960796,0.326944171579283,0.36147616861988,0.329811238839569,0.310573374097977,0.780860709832277,0.190150544057752,0.314829961580007,0.166855278374484,0.308219549411826,0.335246170095406,0.323728348323998,"Ts65Dn","Memantine","S/C","t-SC-m"
"272","364_2",0.0613605752885729,0.11357216216382,0.581100009522265,0.517374063702193,0.367248517759302,0.411274321855673,0.516003863221905,0.649439618221199,0.704640313067761,0.14566152190153,0.0646985222130352,0.661015276264914,0.431304358375547,0.596175942617259,0.443920300740794,0.580887650729792,0.639416805682315,0.260699470074362,0.653364018075672,0.608416405775375,0.0661073582937269,0.44294622851939,0.354809347775826,0.392169194187214,0.447135980608021,0.480302246541545,0.608548399369099,0.576107124558067,0.693473669385467,0.383824594185262,0.335040565198249,0.608412629983345,0.298661875487547,0.565621089536671,0.302318220550142,0.764877018340816,0.518755076272144,0.357219839474343,0.492155621643102,0.316967033990312,0.29664423093369,0.368077551935535,0.317440906959698,0.325973906866743,0.468999165852554,0.184816510686186,0.456975250883833,0.141466306204146,0.320831648155074,0.181997724872014,0.0379628509771764,0.270527467605543,0.603752165522073,0.679810885860573,0.55379381007037,0.667286830343071,0.155387760546471,0.077459351394138,0.413660426023026,0.0729866914707599,0.338006492267693,0.288938512644958,0.322602694384065,0.737211800169626,0.358927035567646,0.49519765128185,0.357373701114215,0.175736527567453,0.165054232003767,0.379406197832709,0.679810885860573,0.094225300137147,0.367160977280608,0.099135703377188,0.480933856835987,0.354094177983387,0.322798002588565,"Control","Memantine","S/C","c-SC-m"
"978","3426_3",0.145686848731097,0.250651872752819,0.68396118737136,0.531450117332186,0.396848303795964,0.392768896062577,0.531517338220172,0.469710826993275,0.75788399995368,0.161255385521197,0.114088819251659,0.682932751860853,0.560551696436652,0.655793440414127,0.496645109399692,0.528698523142513,0.559795233765559,0.358980656872403,0.872149041178496,0.664685584455305,0.112847287135213,0.420836010733418,0.430117405249252,0.511863113311026,0.511790708461317,0.495997380692787,0.630563894945842,0.692664109884164,0.792180786539698,0.345352069746219,0.669672187158606,0.721483519579859,0.359989874417684,0.578610892219553,0.332741648811967,0.657668079356264,0.587482093140534,0.430081196328153,0.583183768338213,0.497087197980993,0.518102066178375,0.593858033698503,0.41290411889487,0.610858128159778,0.63015747312761,0.468985367806543,0.629108933918779,0.262705751233596,0.847324691107508,0.337104777975706,0.164999553416331,0.327243093696598,0.689466070262601,0.607812318617637,0.602824247127127,0.734879143267443,0.441903171984895,0.228348250642414,0.441765165580678,0.144724012812573,0.341829321683076,0.565096104664693,0.541398269526536,0.586989249047347,0.314990716814519,0.394859467274764,0.650486511972678,0.304224568271165,0.301065147192303,0.129233234816823,0.607812318617637,0.138113020497438,0.455750765157909,0.185760247898348,0.175203004822573,0.190650262539043,0.561978708467247,"Ts65Dn","Saline","S/C","t-SC-s"
"489","3481_9",0.0516109850291897,0.100145275303993,0.512708869861737,0.541947572045031,0.329548373863696,0.388246241348455,0.515163157044367,0.288505263767052,0.598726381267052,0.135936964579304,0.0517791947669857,0.627449455272662,0.345214121513272,0.558431524691455,0.425010918558672,0.519474473809733,0.634856861825522,0.260344349386984,0.546439068748283,0.667604330731419,0.0562006332338628,0.480339481400454,0.309501224792122,0.296347499522301,0.314093482392984,0.385302335250404,0.600108185299985,0.490375806223418,0.652992121538051,0.336264360699524,0.331234999033451,0.511860179856856,0.53729996163158,0.640166052891073,0.293369623033774,0.670467578022577,0.61042758852475,0.261524174234677,0.527189382771907,0.227294937679168,0.337913009764413,0.32215368063213,0.218822988612226,0.310152474879221,0.499095530161247,0.297024352331914,0.210508603449182,0.206287552331195,0.224876436171716,0.432801869922215,0.041104014934745,0.32579110093157,0.616956513721632,0.738006433219993,0.636086751230757,0.694155546309424,0.165013583990131,0.228066257095797,0.862297507211196,0.238843001671432,0.536398539079055,0.391573059520434,0.522355055492631,0.831470246734893,0.450216303279808,0.500194486751581,0.396643516614299,0.475129189272631,0.412358957621176,0.198864174293947,0.738006433219993,0.335583029458235,0.502630795161585,0.201899690289036,0.41888562758891,0.18116975817488,0.394012324072206,"Control","Saline","S/C","c-SC-s"
"909","50810B_9",0.242804180035744,0.221519890594322,0.459572100947044,0.33722015214817,0.299972037001795,0.314808726380688,0.372689070271521,0.0931320810113295,0.279256551953458,0.237830137744649,0.179705429635647,0.45969018470932,0.269383858935093,0.375128424449779,0.366568058911466,0.277413091034979,0.505436015045707,0.325057766745634,0.446246441361818,0.538069671218918,0.113433631949963,0.37451063398698,0.101360223090035,0.272420714899363,0.363222696382405,0.464740417223177,0.469939710740934,0.333069347549631,0.514288666302963,0.0628234417013323,0.51008265648528,0.301876473485185,0.0457367774548607,0.497260687804902,0.138390738066288,0.547908714452508,0.612648253588294,0.232944657940015,0.413264375884194,0.451482054578943,0.236357973353601,0.383667464664043,0.0235130251558148,0.410410283390447,0.533296709554146,0.366764641507629,0.0603499869264075,0.155582918504002,0.60798278267674,0.533852970382655,0.0145582451895202,0.328551743988255,0.535786148391433,0.506016529321981,0.527853252659539,0.254587390756779,0.248594552929664,0.304375619733287,0.486564425060807,0.107847937419622,0.390341740594589,0.352886247891051,0.432365742341102,0.539173330458992,0.320253151719261,0.30295359853633,0.45579084299021,0.179502938840218,0.182766587825285,0.182370452580202,0.506016529321981,0.198911276699936,0.191122460745104,0.0603329864527611,0.202888983134907,0.206526193896069,0.517024065256548,"Ts65Dn","Saline","C/S","t-CS-s"
"957","3421_12",0.0488312164157281,0.0841730302861877,0.422736277506875,0.141460492842899,0.0769388483917999,0.325715401311982,0.442511603915409,0.184922105759092,0.368225460649817,0.0852047569424018,0.0355082699643605,0.480546933831923,0.239937009498525,0.498994934645296,0.119515383636455,0.192698472319927,0.298327905119781,0.252188743792778,0.613781773933081,0.5697834851691,0.0462895603963307,0.367486435619478,0.271356939757588,0.153849973850141,0.142396883568721,0.33840901738478,0.49880331327763,0.41322639841034,0.45396954012848,0.282174863308722,0.454587058435185,0.216056616214243,0.466521398269857,0.478546562943618,0.235580672244036,0.461694350780684,0.462294172982373,0.132207604366731,0.412346859781669,0.205187455924238,0.207971987349584,0.240803126810559,0.377647432199224,0.24139880318975,0.271697460908931,0.387842026452613,0.622059648783213,0.213558709733588,0.581641775132673,0.103375449599934,0.195519330689842,0.348912975295356,0.555912028163144,0.575199367378211,0.448242221087289,0.46498793479204,0.336782342312034,0.277859222886143,0.514266134682388,0.168554555470815,0.490522897233787,0.371375767228136,0.314501628700071,0.426393332416875,0.395522550691687,0.325651164864625,0.41528410406702,0.579811437809416,0.539229207731231,0.391471389531571,0.575199367378211,0.272158506010785,0.29736871418303,0.372812132100939,0.475814560001844,0.474770512405508,0.358234952477363,"Ts65Dn","Saline","S/C","t-SC-s"
"1061","J1291_11",0.04397137104941,0.0560912077163823,0.420868117177614,0.29726812391701,0.136048483358066,0.408610203808871,0.502418378952038,0.265191818055317,0.673924343956826,0.104414988106219,0.00888787361376735,0.657327091467367,0.302458780878057,0.611904530131532,0.252333073132547,0.226358863338712,0.357130571233049,0.323687475156596,0.667463885628432,0.499849640378596,0.0876193358662953,0.365943295725538,0.507967305252351,0.151245755513674,0.181144583551951,0.392952690678602,0.616537806153272,0.463189873922528,0.648961774779388,0.532926326382352,0.433544199081944,0.275097947043716,0.300711672790369,0.452865211627355,0.223676805049663,0.532419567959873,0.567216044992798,0.139948766037535,0.408402099839968,0.293445834589915,0.250165836527792,0.248934604987066,0.562448140147341,0.269254347392633,0.290320881621211,0.422513821111662,0.818591184841908,0.139690782032779,0.59788271535973,0.1093014833763,0.407134155769839,0.353523192674436,0.531710753122845,0.487936496579993,0.461109780555555,0.435306908319885,0.472739366761005,0.339009910901458,0.291546129858359,0.0655255635975147,0.375742317620006,0.34150963071639,0.294943467635959,0.581092894519544,0.365981541620494,0.511404046475201,0.362366259189472,0.383530681684352,0.436101629883271,0.476696955639694,0.487936496579993,0.132053294644408,0.159420188340365,0.524719290038853,0.25193884676304,0.541691230609877,0.525868602528234,"Ts65Dn","Saline","S/C","t-SC-s"
"932","50810E_2",0.196695181137858,0.289130478236826,0.703377209045064,0.514135554357586,0.385311967484478,0.294568495009331,0.397218322455989,0.249479870623268,0.624084593805561,0.2132500136516,0.157974846188226,0.577680014605788,0.495699248756373,0.524463653585933,0.423009701702948,0.398561051581252,0.580907624822989,0.563508559009116,0.535243812338818,0.613612658581537,0.132186022762744,0.320407634578078,0.232991274657293,0.582621799423725,0.619461315408872,0.579814915563201,0.59514269311815,0.642723269927505,0.829237590297978,0.233735806083805,0.782424956033464,0.590569625759098,0.0813715898853592,0.463608038599172,0.106187471557452,0.610869666839337,0.542741375991116,0.306758712059732,0.629923797998725,0.390789094591866,0.204234527286826,0.41062498376543,0.0756236899795215,0.66116002086487,0.60694752455871,0.580610304471317,0.598393955458333,0.282674827978316,0.79411911211541,0.684921400346277,0.212614210638644,0.320812665048642,0.818545529878896,0.506071822849898,0.680776514660048,0.339177215610493,0.341214637886355,0.281646779884038,0.526927313818065,0.129503202568447,0.368318482302035,0.462908266389711,0.421892119714283,0.716691902219658,0.240564511907586,0.382653516895181,0.612671127410914,0.344804581231084,0.253181561415552,0.157270362656502,0.506071822849898,0.186584120126485,0.591210618223269,0.255816462627417,0.167259112669438,0.245151969667348,0.80069337321583,"Ts65Dn","Saline","C/S","t-CS-s"
"136","3521_1",0.269459583457801,0.321742345179956,0.855284391077584,0.566494333760673,0.448115641173086,0.333787635384327,0.521583506157213,0.421419369213114,0.852394550864102,0.26454469660655,0.2866053253204,0.610074943033721,0.70730018713247,0.596106520324177,0.483832608133874,0.434494333064187,0.577108016521024,0.572357122964737,0.602141342774685,0.684580163255416,0.258067567858742,0.444723795181749,0.387603375790809,0.654915211004274,0.604899032724517,0.610981587554091,0.667156945782507,0.759334318102417,0.861441291258592,0.400085650167689,0.604889161732623,0.655143337081431,0.0877116244602285,0.624200246655727,0.274671416792116,0.642623090160693,0.484581638642245,0.478219624083164,0.51414011159028,0.516499300557197,0.364811047305435,0.394776247015056,0.119029444757133,0.423273777311858,0.532600195291722,0.481749192903933,0.407871427201566,0.222854319083239,0.649880670762949,0.63789143920464,0.100900486339766,0.316963025193937,0.575526414699994,0.618999579740771,0.574412537547071,0.63494273164308,0.228280966153152,0.201336882810898,0.526433300621764,0.104034938110985,0.273907588082879,0.433513667378371,0.416681523889196,0.578054986914832,0.249281842110173,0.355732298197873,0.559626733054197,0.495575541873374,0.167565453252765,0.0716226245345602,0.618999579740771,0.111911256315361,0.414614491206156,0.0989240366740446,0.0990031588615511,0.104372086434762,0.566913305365634,"Control","Memantine","C/S","c-CS-m"
"540","3490_15",0.0368251049546542,0.0754787404093495,0.443569473343362,0.347872752462691,0.246719042067754,0.425940191611714,0.603065446212141,0.233557804749164,0.435688548075782,0.133619126363717,0.0448685361925315,0.546160106493254,0.21574133505288,0.543976530035396,0.330904146436903,0.280213584889393,0.463137447351387,0.226671370365849,0.601023606978347,0.672222627867199,0.0702089657955033,0.483800745433618,0.340650634007654,0.231964713528515,0.269680899842258,0.353897752822912,0.574074894034019,0.454982779267555,0.560623523016314,0.348459883395494,0.155394063381155,0.318114202485962,0.259991904399533,0.392322793458559,0.196853309831765,0.540793131688917,0.487555083393336,0.169138010015677,0.435003913633286,0.15181082883916,0.181611630318131,0.159802864957701,0.118799819370875,0.200254020556939,0.372063306086966,0.351071510213478,0.175669901266474,0.162727627719286,0.242002354768079,0.152301259389294,0.0267562706693149,0.32466058926589,0.678988574315205,0.646191776032598,0.564747830817775,0.498941518755993,0.122562413038877,0.207800853139493,0.361610315650447,0.0390627261199455,0.665904786892007,0.271588549673113,0.52574748249404,0.63472056597345,0.408148752117417,0.467094626396377,0.455178730117367,0.524876585863326,0.420400804339541,0.406572484382734,0.646191776032598,0.537044855929214,0.401578733802738,0.259839182296747,0.409711470991588,0.530440542791967,0.525378429535494,"Control","Saline","S/C","c-SC-s"
"20","311_5",0.188206632825937,0.183858249876187,0.516516927550184,0.343393436799886,0.381970841325609,0.278575285509704,0.383599588244549,0.103216208731977,0.253835021131598,0.235681397998478,0.201730047065905,0.576029023301762,0.468550544630077,0.432042129448615,0.295589338415421,0.293715954925555,0.48220950768459,0.306881249768029,0.526223908994715,0.543971556320162,0.172799655416353,0.337378578303288,0.216336410443566,0.248408860667289,0.445850389153552,0.442416917883576,0.537886990979636,0.343096070927654,0.542163851247267,0.218329871188552,0.32424779615022,0.342639314386036,0.0664015626651942,0.505692746580144,0.173012115269371,0.62428071320531,0.590853085691892,0.386050155767188,0.457024745958079,0.542800516272613,0.429747682468123,0.40721226226786,0.0738864001639177,0.256691971161471,0.385768180737882,0.612714709441859,0.136392562694448,0.156054515294513,0.321811337059288,0.280243261379432,0.0338561634323701,0.396318885270182,0.652926528494029,0.364222905862556,0.244388921340801,0.379537393635585,0.162629445923944,0.440794515327474,0.568260963866451,0.116774270324656,0.132776976621858,0.0897608659541608,0.143627027396925,0.269731259390872,0.274513117310605,0.235671083598239,0.172665404336197,0.159549819407942,0.417293238186795,0.459600284821237,0.364222905862556,0.234422725210043,0.332163329172717,0.11799221416869,0.264378682378346,0.2184778526005,0.444827380049322,"Control","Memantine","C/S","c-CS-m"
"147","3521_12",0.176496439924509,0.235485203217055,0.583693828576306,0.403563088024346,0.282435901567002,0.398954445921599,0.544028469569848,0.594080321730148,0.488380578036786,0.201027786953123,0.20550595114063,0.720012433373398,0.535159234031357,0.695390731390791,0.265226432624005,0.27311307103861,0.45900494837012,0.515434399238304,0.803674386301535,0.533532164701359,0.236067158932408,0.469583520598641,0.391740250355034,0.209216826669696,0.311937762650475,0.585759833871526,0.740844545149128,0.517689188894035,0.729703077554527,0.405786256817016,0.426212800166126,0.42919352378912,0.0741778879109298,0.483980265565426,0.223262105594742,0.577206951923325,0.507096069321788,0.259821077270041,0.47115679134431,0.405159695518228,0.323773901429882,0.268617145720937,0.49529582120262,0.209584202169959,0.378813437614223,0.444677438502206,0.482927241904698,0.191685848434801,0.46275550747653,0.494478165471262,0.0859787340706645,0.319362306365272,0.524604907935986,0.53438777074606,0.457514496636053,0.463547494734146,0.169295451735007,0.0961087196332258,0.383732715758711,0.0843448495479852,0.3407053444564,0.293289173242449,0.330364543506951,0.545997139569557,0.239039656946289,0.425441255513768,0.604172997933931,0.420509326777877,0.270811031185645,0.0844334535364594,0.53438777074606,0.0865264705857601,0.408795350286085,0.090880377013387,0.117386376343885,0.25507784416837,0.623791803660382,"Control","Memantine","C/S","c-CS-m"
"729","3411_9",0.0585099985326149,0.112570184743533,0.4391509807057,0.350407218418927,0.313772790727968,0.344826584656715,0.51018985028954,0.300772788502748,0.595249893194339,0.147865610091432,0.0448036624414326,0.641377963212475,0.384860307071316,0.570438934219465,0.312746845972488,0.507971848465727,0.501276622421005,0.196585829744387,0.586115958086423,0.596731804955509,0.0370657023233472,0.345936765380371,0.301498121984442,0.269995563650271,0.336825105171413,0.386318087930134,0.530519606548325,0.465177947568596,0.560852994547307,0.240367597739405,0.502069607433909,0.483022937655199,0.671632992819802,0.49329533092601,0.277333503784295,0.676895362803747,0.592766642100523,0.229226135419125,0.439419390567671,0.330324582138094,0.432596593946613,0.378469224922582,0.171325888539745,0.249065044553382,0.496275239051558,0.369542290995974,0.251091822407047,0.171102380802528,0.233397192537575,0.472334910300211,0.0632642766148627,0.346508849709526,0.647799002517109,0.610268383024115,0.555717193908818,0.436335856185678,0.0933830841573276,0.223870211003577,0.652603866647871,0.172975869042477,0.492381038540126,0.182239821451305,0.673538351113763,0.676606828915179,0.390452483561134,0.461781126393488,0.386806177576952,0.153041774730008,0.453763973244263,0.354452102735606,0.610268383024115,0.225698442852266,0.499806965632082,0.926406117007916,0.461165407605989,0.693042824756406,0.348042354269296,"Ts65Dn","Memantine","S/C","t-SC-m"
"242","3503_2",0.0680855103926334,0.0924271091561807,0.507888710592912,0.490983182429238,0.497620078294385,0.343128684245915,0.428654436835171,0.71588885183691,0.424838297470205,0.188857634073494,0.0679066109598281,0.620658752890121,0.46248651956383,0.534398068226174,0.478254998478308,0.698999716505701,0.652433824490623,0.318528477226816,0.510614327154035,0.573175577293136,0.052689596687256,0.353375697780486,0.134802254114974,0.326781855692907,0.287174745107753,0.419792925161186,0.526647472446287,0.350897000720662,0.53891859983501,0.114741286640636,0.322004186740813,0.534610399600658,0.166777587511302,0.56409959460296,0.407543101802357,0.827386184332616,0.667479079115497,0.501456413486717,0.565820245366814,0.481190497581145,0.588074724033783,0.508312026307108,0.389434268858479,0.344113554792054,0.445437395710889,0.365229149148959,0.386519934608176,0.120610936933915,0.168434995743976,0.416138095356156,0.103071328075176,0.383820617645114,0.839170984550491,0.579772291874325,0.281303060678363,0.543509970263521,0.146077453142838,0.285132485518538,0.684294643362489,0.167583678448331,0.186252862959342,0.255316364937837,0.27349183656012,0.577253719717536,0.343567226874689,0.567053193762133,0.248540962486531,0.232130083015678,0.342655670429862,0.350462154384218,0.579772291874325,0.374906738233355,0.387541063294453,0.239949288475236,0.82829823045386,0.363083269451836,0.0747047809731615,"Control","Memantine","S/C","c-SC-m"
"441","3422_6",0.0765787473626567,0.0989973803204867,0.52432934980938,0.527612571967193,0.371414633076688,0.367794975889388,0.443990437849561,0.444609798072035,0.456549523706721,0.181301366785572,0.0601264478385457,0.600144518387921,0.50264344379577,0.578363036188163,0.470384063642397,0.538460457222486,0.620424710447631,0.351691035478198,0.614026175826965,0.756523590576916,0.0665461646660848,0.459890621486934,0.281951486428472,0.33270629176442,0.30047305582776,0.394113624505653,0.580646852673908,0.458934083748543,0.63307835619159,0.255984368406957,0.414991310378038,0.447487365694524,0.436364975497638,0.762173029160754,0.482904867388742,0.813546715749347,0.641387405389225,0.425552849092785,0.615056217694932,0.313417471204359,0.512077710935451,0.432843966879255,0.366313683304907,0.226982721378961,0.363087953922948,0.308341372822576,0.319430795839345,0.120140275318059,0.179511860591708,0.401231324936241,0.0633109039076364,0.326803312202853,0.716412430475071,0.771559221417724,0.323540615493337,0.565207494186334,0.166387397527322,0.278495496510671,0.543606335215905,0.124178721591863,0.466969430464491,0.326160461499126,0.371986512955965,0.561211408184018,0.527353740862275,0.482707999944434,0.370733382882868,0.433526033663253,0.342404591152136,0.261268593798378,0.771559221417724,0.315715216645483,0.337312739466227,0.154973903071717,0.410350169290694,0.237514416650265,0.196671131008339,"Control","Saline","S/C","c-SC-s"
